PLO;Texto;Ementa;Vereador;Data;Nota;isUtil
PLO  27/2019;"Art. I Antes de encaminharem o nome de consumidor inadimplente para registro de negativação por empresas que mantêm banco de dados de consumidores para proteção ao crédito, as lojas, agências bancárias e empresas que protegem o crédito ficam obrigadas a notificar ao consumidor, por meio de duas cartas registradas, a negativação em sistema no prazo de trinta dias.
S 1 As cartas registradas devem ser enviadas no período de trinta dias ao consumidor inadimplente.
S 2 Somente após ciência do consumidor inadimplente, as lojas, agências bancárias e empresas que protegem o crédito deverão encaminhar o nome deste para registro de negativação.
Art. 2 As lojas, agências bancárias e empresas que protegem o crédito ficam obrigadas a excluir do banco de dados a negativação do nome do consumidor no prazo máximo de cinco dias úteis após a comprovação de quitação do débito,
Art. 3 0 descumprimento desta Lei sujeitará o infrator às seguintes penalidades:
I	- multa de 5.000 (cinco mil) Unidades Fiscais de Campinas — UFICs,
II	- multa diária de 3.000 (três mil) UFICs até a adequação à Lei.
Art. 4 0 Poder Executivo municipal regulamentará esta Lei no prazo de sessenta dias contados a partir da data de sua publicação.
Art. 5 Ficam revogadas as disposições em contrário.";DISPÕE SOBRE A OBRIGATORIEDADE DE AS EMPRESAS CREDORAS NOTIFICAREM SEUS CONSUMIDORES INADIMPLENTES POR MEIO DE CARTAS REGISTRADAS ANTES DA NEGATIVAÇÃO E DÁ OUTRAS PROVIDÊNCIAS.;Cidão Santos;04/02/2019;6;0
PLO  28/2019;"Art. 1 Fica concedido desconto de vinte e cinco por cento no pagamento do Imposto Predial e Territorial Urbano (IPT U), relativo aos imóveis onde há ponto de ônibus, defronte a calçada.
S 1 — Serão beneficiados pelo desconto de que trata o ""caput"" deste artigo os imóveis onde há ponto de ônibus, defronte sua calçada.
S 2 — Estão incluídos do disposto do ""caput"" deste artigo tanto imóveis, comerciais como residenciais, que são prejudicados com a fixação do ponto de ônibus, defronte a sua calçada.
S 3 — No caso de mudança ou alteração do local de ponto de ônibus, o benefício será suspenso, contemplando-se os contribuintes com imóveis localizados no novo local, sempre observando o disposto nos SS 10 e 20 .
Art. 2 —A Prefeitura Municipal, independente de pedido do contribuinte, deverá proceder ao desconto à época do lançamento do imposto.
Art. 3 — Esta Lei entra em vigor na data da sua publicação.";DISPÕE SOBRE O DESCONTO DE VINTE POR CENTO NO PAGAMENTO DO IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU), RELATIVO AOS IMÓVEIS ONDE HÁ PONTO DE ÔNIBUS DEFRONTE.;Carlão do PT;04/02/2019;7;0
PLO  29/2019;"Art. 1 Fica denominado Praça Benedito Carlos Martins o Sistema de Lazer 02 (Quarteirão 17.039, Código Cartográfico 3413.2420.0526, com área de 1.109,03m 2) do loteamento Residencial Jardim Irene, situado entre a Rua 02 e a Área Verde 2, no mesmo loteamento.
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA PRAÇA BENEDITO CARLOS MARTINS UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;Jorge Schneider;06/02/2019;9;0
PLO  30/2019;"Art. 1 Fica denominada Rua Osvualte Darri a Rua 06 do loteamento Residencial Villa Garden, com início na Rua Francisco Antonio Pinto (prolongamento da Rua 14 do Parque Industrial) e término na Avenida 01 do mesmo loteamento.
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA RUA OSVUALTE DARRI UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Zé Carlos;06/02/2019;9;0
PLO  31/2019;"Art. I Fica assegurada à criança e ao adolescente cujo pai, mãe ou responsável seja pessoa com deficiência ou com idade igual ou superior a sessenta anos a prioridade de vaga na unidade da rede pública municipal de ensino mais próxima de sua residência.
I  Para o fim do disposto no caput deste artigo, a pessoa com deficiência ou com idade igual ou superior a sessenta anos deverá solicitar o cadastramento diretamente às unidades da rede pública municipal de ensino que sejam de interesse da família, mediante apresentação de:
I	- documento de identificação da criança ou do adolescente,
II	- documento do pai, mãe ou responsável que ateste a condição de pessoa com deficiência ou a idade superior a sessenta anos, e
III	- comprovante de residência.
S 2 No caso de o responsável não ser um dos pais da criança ou do adolescente, será necessário apresentar certidão que comprove sua guarda.
Art. 2 As despesas decorrentes da implantação desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário.
Art. 3 Esta Lei entra em vigor na data de sua publicação.";ASSEGURA À CRIANÇA E AO ADOLESCENTE CUJO PAI, MÃE OU RESPONSÁVEL SEJA PESSOA COM DEFICIÊNCIA OU COM IDADE IGUAL OU SUPERIOR A SESSENTA ANOS PRIORIDADE DE VAGA NA UNIDADE DA REDE PÚBLICA MUNICIPAL DE ENSINO MAIS PRÓXIMA DE SUA RESIDÊNCIA.;Carmo Luiz;06/02/2019;7;0
PLO  32/2019;O PROJETO DE LEI PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 68/19.;PROÍBE A CONSTRUÇÃO DE BARRAGENS CUJA OPERAÇÃO TENHA QUALQUER ABRANGÊNCIA NO TERRITÓRIO DE CAMPINAS SEM A APRESENTAÇÃO DE PLANO DE SEGURANÇA DE BARRAGENS.;Mariana Conti;06/02/2019;2;1
PLO  33/2019;"A Câmara Municipal aprovou e eu, Prefeito do Município de Campinas, sanciono e promulgo a seguinte lei:
Art. 1 Fica revogada a Lei no 12.116, de 15 de outubro de 2004.
Art. 2 Esta Lei entra em vigor na data de sua publicação.
Art. 3 Ficam revogadas as disposições em contrário";"DISPÕE SOBRE A REVOGAÇÃO DA LEI Nº 12.116, DE 15 DE OUTUBRO DE 2004, QUE ""DISPÕE SOBRE A OBRIGATORIEDADE DE ESTABELECIMENTO COMERCIAL MANTER EXEMPLAR DO CÓDIGO DE PROTEÇÃO E DEFESA DO CONSUMIDOR DISPONÍVEL PARA CONSULTA.";Prefeito Municipal;13/02/2019;2;1
PLO  34/2019;"A Câmara Municipal aprovou e eu, Prefeito do Município de Campinas, sanciono e promulgo a seguinte Lei:
Art. 1 Fica revogada a Lei no 7.181 de 09 de outubro de 1992.
Art. 2 Esta Lei entra em vigor na data de sua publicação";"REVOGA A LEI Nº 7.181, DE 09 DE OUTUBRO DE 1992, QUE ""DISPÕE SOBRE A PROIBIÇÃO DE INSTALAÇÃO DE ABRIGOS DE ÔNIBUS E DÁ OUTRAS PROVIDÊNCIAS.";Prefeito Municipal;13/02/2019;2;1
PLO  35/2019;"Art. I O Poder Executivo Municipal estabelecerá número telefônico exclusivo para atendimento dos serviços Castramóvel e Samu Animal.
Parágrafo único. O número telefônico a que se refere o caput ficará disponível para a população realizar denúncias e agendamentos e receber esclarecimentos de dúvidas e outras comunicações referentes ao Castramóvel e ao Samu Animal.
Art. 2 0 número telefônico 156, administrado pela Prefeitura, deixará de atender aos serviços referidos no parágrafo único do art. 1 2 desta Lei após a fixação e divulgação do número telefônico exclusivo de atendimento dos serviços Castramóvel e Samu Animal.
Art. 3 As despesas decorrentes da execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 4 Esta Lei entra em vigor na data de sua publicação.
Art. 5 Ficam revogadas as disposições em contrário.";DETERMINA QUE SEJA ESTABELECIDO NÚMERO TELEFÔNICO EXCLUSIVO PARA ATENDIMENTO DOS SERVIÇOS CASTRAMÓVEL E SAMU ANIMAL.;Permínio Monteiro;13/02/2019;14;0
PLO  36/2019;"Art. 1 Para garantia da proteção e do bem estar dos animais que vivem na rua, fica obrigada a instalação de dormitórios, bebedouros e comedouros públicos nas ruas do município.
S1 A construção dos dormitórios, dos comedouros e bebedouros públicos, bem como o seu abastecimento, não será de responsabilidade do órgão público municipal, devendo ser realizada pela comunidade, instituições públicas ou privadas ou por pessoas físicas comprometidas com a causa animal,
S2 Caberá a comunidade de onde estão localizados os dormitórios, comedouros e bebedouros públicos zelar pela sua conservação e higiene, ficando sujeito a fiscalização do órgão municipal responsável.
Artigo 2 Para confecção dos dormitórios, comedouros e bebedouros públicos poderão ser firmadas parcerias, levando o projeto para escolas, presídios, instituições de recuperação de jovens, sejam elas públicas ou privadas.
Artigo 3 Além das parcerias mencionadas no artigo anterior poderão ser realizadas campanhas para a arrecadação de materiais para confecção dos dormitórios, bebedouros e comedouros públicos, bem como, para arrecadação de ração para o abastecimento dos comedouros.
Artigo 4 É proibido retirar os dormitórios, bebedouros e comedouros públicos sem autorização do órgão municipal responsável, exceto para limpeza desde que seja feita devolução imediata.
Artigo 5 A danificação total ou parcial dos dormitórios, bebedouros e comedouros públicos será punida com multa de 500 UFICs (Unidades Fiscais de Campinas), sen do o valor revertido para a causa animal.
Parágrafo Único: Caso a pessoa responsável pela danificação não possua condições de pagar o valor da multa, poderá ser voluntaria na construção de novos bebedouros, comedouros e dormitórios públicos ou na higienização dos mesmos.
Artigo 6 As determinações contidas no artigo anterior deverão ser aplicadas e fiscalizadas pelo órgão municipal responsável.
Artigo 7 0 Poder Executivo complementará esta Lei no que for necessário.
Artigo 8 Esta Lei entra em vigor na data de sua publicação.";DISPÕE SOBRE A OBRIGATORIEDADE DA COLOCAÇÃO DE DORMITÓRIOS, COMEDOUROS E BEBEDOUROS PARA ANIMAIS DE RUA NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;Carmo Luiz;13/02/2019;14;0
PLO  37/2019;"Art. 1 0 Fica denominado Centro de Educação Infantil Pastor Billy Graham o centro de educação infantil situado na Rua Juvenal de Oliveira, no 45, no bairro Jardim São Domingos.
Art. 20 Esta Lei entra em vigor na data de sua publicação.";DENOMINA CENTRO DE EDUCAÇÃO INFANTIL PASTOR BILLY GRAHAM UM CENTRO DE EDUCAÇÃO INFANTIL DO MUNICÍPIO DE CAMPINAS.;Filipe Marchesi;13/02/2019;9;0
PLO  38/2019;"Art. 10 Fica declarada órgão de utilidade pública municipal a Associação Beneficente dos Amigos do Conjunto Residencial I.A.P.I., situada no município de Campinas, inscrita no Cadastro Nacional da Pessoa Jurídica CNPJ sob o número
14.566.472/0001-10.
Art. 2 0 Esta Lei entra em vigor na data da sua publicação.";DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ASSOCIAÇÃO BENEFICENTE DOS AMIGOS DO CONJUNTO RESIDENCIAL I.A.P.I.;Vinicius Gratti;13/02/2019;7;0
PLO  39/2019;"Art. I Q Fica instituída, no município de Campinas, a implantação de sistema eletrônico de repasse de informações do banco de dados municipal para armazenar registros de vacinação no cartão do Sistema Unico de Saúde — SUS.
Art. 2 2 0 acesso aos registros de vacinação referidos no art. 1 2 será permitido aos funcionários do serviço de saúde e ao cidadão portador de carteira de vacinação. Art. 3 2 0 Poder Executivo regulamentará esta Lei no que couber.
Art. 4 2 Esta Lei entra em vigor na data de sua publicação.
Art. 5 2 Ficam revogadas as dis	ões em contrário.";INSTITUI, NO MUNICÍPIO DE CAMPINAS, O REPASSE DE INFORMAÇÕES DO BANCO DE DADOS MUNICIPAL PARA ARMAZENAMENTO DE REGISTROS DE VACINAÇÃO NO CARTÃO DO SISTEMA ÚNICO DE SAÚDE – SUS.;Professor Alberto;18/02/2019;6;0
PLO  40/2019;ESTE  PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 17/2020.;DISPÕE SOBRE A CRIAÇÃO DO BILHETE ÚNICO COM VALIDADE DE 30 DIAS, PARA PASSAGEIROS, ESPORÁDICOS, E DÁ OUTRAS PROVIDÊNCIAS.;Professor Alberto;18/02/2019;6;0
PLO  41/2019;"Art. 1 2 Fica acrescido o S 5 2 ao art. 3 2 da Lei n? 6.355, de 26 de dezembro de 1990, que passa a vigorar com a seguinte redação:
""Art. 3 2 
 
S 5 2 Ficam isentos da taxa de lixo os terrenos não edificados."" (NR)
Art. 2 2 Fica suprimido o inciso III do art. 5 2 da Lei n? 6.355, de 1990.
Art. 3 2 Esta Lei entra em vigor na data de sua publicação.";"ACRESCENTA O §5º AO ART. 3º E SUPRIME O INCISO III, DO ART. 5º DA LEI Nº 6.355, DE 26 DE DEZEMBRO DE 1990, QUE ""DISPÕE SOBRE A TAXA DE COLETA, REMOÇÃO E DESTINAÇÃO DE LIXO"".";Tenente Santini;20/02/2019;5;1
PLO  42/2019;"Art. 1 2 Fica instituído no município o Programa de Conscientização e Prevenção da Alienação Parental em Campinas, a ser realizado anualmente, de preferência no mês de abril.
Parágrafo único. O programa a que se refere o caput deste artigo passa a integrar o Calendário Oficial do Município de Campinas.
Art. 2 2 0 programa referido no art. 1 2 tem como objetivos:
I	- conscientizar os pais, os familiares e a comunidade sobre o importante tema da alienação parental,
II	- ampliar a discussão sobre a alienação parental com vistas à sua prevenção, buscando soluções para ela.
Art. 3 2 As despesas oriundas da execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 42 Esta Lei entra em vigor na data de sua publicação.
Art. 5 2 Ficam revogadas as disposições em contrário";INSTITUI O PROGRAMA DE CONSCIENTIZAÇÃO E PREVENÇÃO DA ALIENAÇÃO PARENTAL EM CAMPINAS.;Luiz Cirilo;20/02/2019;12;0
PLO  43/2019;"Art. I P Ficam obrigados os fornecedores, granjeiros e demais produtores de ovos a imprimir a data de validade de cada unidade de ovo em sua respectiva casca.
Art. 2 2 A tinta utilizada para impressão da data de validade deverá ser atóxica e ter seu uso liberado pelo Ministério da Agricultura.
Art. 3 2 Aquele que infringir a determinação desta Lei ficará sujeito a multa de 1.500 (mil e quinhentas) Unidades Fiscais de Campinas — UFICs.
Parágrafo único. No caso de reincidência, o valor da multa será o dobro do valor daquela anteriormente aplicada.
Art. 4 2 0 estabelecimento comercial de venda de ovos deverá informar ao consumidor, por meio de placa ou cartaz, que cada unidade de ovo tem demarcada sua data de validade de acordo com esta Lei.
Art. 5 2 Esta Lei entra em vigor na data de sua publicação.
Art. 6 2 Ficam revogadas as leis em contrário.";DISPÕE SOBRE A OBRIGATORIEDADE DE IMPRIMIR NAS CASCAS DOS OVOS SUA DATA DE VALIDADE.;Permínio Monteiro;20/02/2019;6;0
PLO  44/2019;"Art. 1 2 Fica instituído no município de Campinas o mês Fevereiro Violeta, dedicado à realização de campanha pela erradicação do analfabetismo em Campinas.
Art. 2 2 No mês Fevereiro Violeta será realizada a busca ativa de pessoas que não tiveram a oportunidade de frequentar a sala de aula no tempo propício.
Art. 3 2 Esta Lei entra em vigor na data de sua publicação.";INSTITUI O MÊS FEVEREIRO VIOLETA, DEDICADO À REALIZAÇÃO DE CAMPANHA PELA ERRADICAÇÃO DO ANALFABETISMO EM CAMPINAS.;Carmo Luiz; 20/02/2019;10;0
PLO  45/2019;"Art. 1 0 Fica instituída no município de Campinas a obrigação dos estabelecimentos de serviços de saúde, público ou privado, oferecerem atendimento prioritário no que se refere a horários de exames laboratoriais aos portadores de diabetes.
Parágrafo Único - O munícipe interessado na obtenção do benefício que esta lei trata deverá informar e comprovar no ato da solicitação do exame a sua condição de diabético ao responsável pelo serviço, que determinará as providências cabíveis.
Art. 20 0 descumprimento desta lei sujeitará as instituições de saúde às seguintes penalidades: I — advertência, II - multa de R$ 5.000,00 (cinco mil reais), III - havendo reincidência, multa em dobro, R$ 10.000,00 (dez mil reais), IV  suspensão de alvará de funcionamento.
Art. 3 0 As despesas decorrentes da execução desta lei correrão por conta das dotações orçamentárias próprias, suplementadas se necessário.
Art. 40 Esta lei entrará em vigor após 30 (trinta dias) da data de sua publicação.";DISPÕE SOBRE A IMPLANTAÇÃO DO PROGRAMA DE ATENDIMENTO PRIORITÁRIO EM ESTABELECIMENTOS PÚBLICOS E PRIVADOS DE SAÚDE A PACIENTE DIABÉTICO NA REALIZAÇÃO DE EXAMES MÉDICOS E LABORATORIAIS.;Marcelo Silva;25/02/2019;7;0
PLO  46/2019;"Art. 10 As organizações públicas e privadas, incluindo microempreendedores individuais, bem como as entidades da administração direta, autárquica e fundacional de Campinas ficam obrigadas a substituir o consumo de alimentos, incluindo copos e canudos de plásticos fornecidos a título oneroso ou gratuito, por produtos elaborados a partir de materiais biodegradáveis.
S 10 Para aplicação desta Lei, entende-se por materiais biodegradáveis aqueles materiais não oriundos de polímeros sintéticos fabricados à base de petróleo, elaborados a partir de matérias orgânicas como fibras naturais celulósicas, amidos de milho e mandioca, bagaço de cana, óleo de mamona, cana- de- açúcar, beterraba, ácido lático, milho e proteína de soja e outras fibras e materiais orgânicos.
S 20 Fica o Município de Campinas obrigada, a partir da vigência desta lei, exigir em seus novos editais de contratação.
Art. 20- A inobservância do disposto nesta Lei implicará ao infrator à seguintes penalidades:
l- multa, no valor de R$ 1.000,00 (um mil reais) a R$ a 5.000,00 (cinco mil reais), de acordo com o porte do estabelecimento, conforme critérios a serem definidos em regulamento próprio.
Il- em caso de reincidência, cumular-se-á a multa com suspensão das atividades.
SIO Em caso de nova reincidência, a multa será aplicada em dobro.
S20 os valores previstos no inciso I serão atualizados anualmente pelo índice oficial do Poder Executivo.
Art.30- Esta lei entrará em vigor na data de sua publicação";DISPÕE SOBRE A OBRIGATORIEDADE DOS ESTABELECIMENTOS COMERCIAIS UTILIZAREM CANUDO E COPO FABRICADOS COM PRODUTOS BIODEGRADÁVEIS NA FORMA QUE MENCIONA.;Paulo Haddad;06/03/2019;14;0
PLO  47/2019;ESTE   PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 30/2020.;DISPÕE SOBRE A OBRIGATORIEDADE DAS EMPRESAS DE TRANSPORTE MUNICIPAL DE PASSAGEIROS NO MUNICÍPIO DE CAMPINAS INSCREVEREM, NAS DUAS LATERAIS E NA PARTE DIANTEIRA EXTERNA DOS VEÍCULOS, O ANO DE FABRICAÇÃO DO VEÍCULO, E DÁ OUTRAS PROVIDÊNCIAS.;Carlão do PT;06/03/2019;11;0
PLO  48/2019;"Art. I P As propagandas e ações de comunicação de atos, programas, obras, serviços e campanhas dos órgãos da Administração Pública direta e indireta no âmbito do Município de Campinas deverão ter caráter educativo, informativo ou de orientação social, somente podendo ser realizadas em casos de justificada relevância e incontroversa necessidade.
Parágrafo único, A realização das propagandas e ações de comunicação de que trata o caput deste artigo deverá ser sempre precedida de pormenorizada justificação do órgão solicitante da divulgação.
Art. 2 2 Em caso de necessidade de contratação, pela Administração Pública, de serviços de publicidade prestados por intermédio de agências de propaganda, o valor total de todas as contratações anuais não poderá exceder ao valor gasto no exercício imediatamente anterior corrigido pela variação do índice Nacional de Preços ao Consumidor Amplo — IPCA, publicado pelo Instituto Brasileiro de Geografia e Estatística — IBGE, ou outro índice que vier a substituí-lo.
Parágrafo único. Para as contratações previstas no caput deste artigo, o órgão da Administração Pública direta ou indireta, no âmbito do Município de Campinas, deverá observar o disposto no art. I P desta Lei.
Art. 3 2 Ficam subordinados ao disposto nesta Lei os órgãos do Poder Executivo e do Poder Legislativo, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pelo Município, assim como as pessoas da Administração Pública direta e indireta do Município de Campinas.
Art. 4 2 Esta Lei entra em vigor na data de sua publicação.";DISPÕE SOBRE A PUBLICIDADE DE ATOS, PROGRAMAS, OBRAS, SERVIÇOS E CAMPANHAS DOS ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA DIRETA E INDIRETA NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;Nelson Hossri;06/03/2019;1;1
PLO  49/2019;"Art. 1 0 Fica denominado Praça Lya Thereza de Bugelli Avallone o Sistema de Lazer 02 .com área de 5.341 ,65m2) do loteamento Ville Sainte-Hélêne, localizado no distrito de Sousas, situado entre a Rua Ana Viana Silveira Franco (Rua 03), uma área de preservação permanente e a Área Institucional 1, todas no mesmo loteamento, e a divisa com o loteamento Parque das Araucárias.
Art. 2 0 Esta Lei entra em vigor na data de sua publicação.";DENOMINA PRAÇA LYA THEREZA DE BUGELLI AVALLONE UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;Fernando Mendes; 06/03/2019;9;0
PLO  50/2019;"Art. 10 Fica assegurada a prioridade de matrícula nos estabelecimentos de ensino da rede pública municipal de mulheres em situação de violência doméstica e familiar, bem como seus (suas) filhos (as) e demais dependentes legais, nos termos da Lei Federal n o 11.340, de 7 de agosto de 2006, e que mudaram de domicílio, a fim de garantir-lhes condições de recomeço da vida social educacional.
SIO Para comprovação da condição abrangida por esta Lei e efetivação da matrícula ou transferência, deverão ser apresentados um dos seguintes documentos:
I	- termo de encaminhamento de unidade da rede municipal, estadual ou federal de proteção e atendimento às mulheres em situação de violência doméstica e familiar,
II	— termo de encaminhamento de Organização Não Governamental — ONG ligada à defesa e proteção dos direitos das mulheres,
III	- cópia do Boletim de Ocorrência que formalizou a denúncia de violência doméstica e familiar, emitido preferencialmente pela Delegacia Especializada de Atendimento à Mulher,
920 Havendo necessidade de mudança de endereço da mãe com o objetivo de garantir a segurança da família, fica assegurada a transferência da criança para outra unidade de ensino.
Art. 20 Art. 20 . Esta Lei entra em vigor na data da sua publicação, tornando-se revogadas todas as disposições existentes em contrário.";ESTABELECE PRIORIDADE DE MATRÍCULA NOS ESTABELECIMENTOS DE ENSINO DA REDE PÚBLICA NO MUNICÍPIO DE CAMPINAS PARA MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E FAMILIAR, BEM COMO SEUS FILHOS E FILHAS.;Carlão do PT; 06/03/2019;7;0
PLO  51/2019;ESTE  PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 14/2020;DISPÕE SOBRE O COMPARTILHAMENTO DE BICICLETAS EM VIAS E LOGRADOUROS PÚBLICOS NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;Marcelo Silva;06/03/2019;4;1
PLO  52/2019;"Art. 1 0 Fica denominado Rua Margarida Occiena a Rua 01 do Núcleo Residencial Vila Vitoria
Art. 2 0 Esta Lei entra em vigor na data de sua publicação.";DENOMINA RUA MARGARIDA OCCHIENA UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Vinicius Gratti; 06/03/2019;9;0
PLO  53/2019;;DISPÕE SOBRE A CRIAÇÃO DA SEMANA DO JOVEM APRENDIZ NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;;10;0
PLO  54/2019;;ESTABELECE CRITÉRIOS A SEREM OBSERVADOS PARA A NOMEAÇÃO A CARGOS DE DIREÇÃO EM SOCIEDADES DE ECONOMIA MISTA DE CAPITAL FECHADO, AUTARQUIAS E FUNDAÇÕES DO MUNICÍPIO DE CAMPINAS.;;;1;1
PLO  55/2019;;DISPÕE SOBRE A RESERVA DE UNIDADES HABITACIONAIS PARA SERVIR DE ABRIGO TEMPORÁRIO PARA MULHERES E/OU FAMÍLIAS EM RISCO E DÁ OUTRAS PROVIDÊNCIAS.;;;7;0
PLO  56/2019;;ESTABELECE CRITÉRIOS PARA A DESVINCULAÇÃO DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE EDUCAÇÃO.;;;6;0
PLO  57/2019;;DISPÕE SOBRE A OBRIGATORIEDADE DA EXECUÇÃO E A ENTONAÇÃO DO HINO NACIONAL ÀS SEGUNDAS-FEIRAS EM TODA A REDE DE ENSINO MUNICIPAL DE CAMPINAS.;;;6;0
PLO  58/2019;;DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A FUNDAÇÃO URBE9.;;;7;0
PLO  59/2019;;DENOMINA PRAÇA JOÃO OLIVEIRA DE SOUZA UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;;9;0
PLO  60/2019;;PROÍBE A VENDA DE BRINQUEDOS QUE SE CONSTITUEM RÉPLICAS E SIMULACROS DE ARMAS DE FOGO E ARMAS BRANCAS, NO MUNICÍPIO DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;;;13;0
PLO  61/2019;;DISPÕE SOBRE O ATENDIMENTO PREFERENCIAL ÀS PESSOAS COM FIBROMIALGIA NOS LOCAIS QUE ESPECIFICA E DÁ OUTRAS PROVIDÊNCIAS.;;;7;0
PLO  61/2019;;DISPÕE SOBRE O ATENDIMENTO PREFERENCIAL ÀS PESSOAS COM FIBROMIALGIA NOS LOCAIS QUE ESPECIFICA E DÁ OUTRAS PROVIDÊNCIAS.;;;7;0
PLO  62/2019;;INSTITUI O PROGRAMA MUNICIPAL PARA A POPULAÇÃO IMIGRANTE E DISPÕE SOBRE SEUS OBJETIVOS, PRINCÍPIOS, DIRETRIZES E AÇÕES PRIORITÁRIAS.;;;12;0
PLO  63/2019;;DISPÕE SOBRE A CRIAÇÃO, ORGANIZAÇÃO E ATUAÇÃO DOS GRÊMIOS ESTUDANTIS NOS ESTABELECIMENTOS DE ENSINO PÚBLICO FUNDAMENTAL DA REDE MUNICIPAL DE CAMPINAS.;;;14;0
PLO  64/2019;;DENOMINA PRAÇA MARCELO XAVIER DE SOUZA UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;;;9;0
PLO  65/2019;;ESTABELECE A OBRIGATORIEDADE DE OS ESTABELECIMENTOS DE ENSINO OFICIAIS DA REDE PÚBLICA MUNICIPAL MANTEREM AGENTES DA GUARDA MUNICIPAL E/OU AGENTES DE SEGURANÇA PRIVADA, ARMADOS, BEM COMO PORTAS COM DETECTORES DE METAIS LIGADOS DURANTE O SEU HORÁRIO REGULAR DE FUNCIONAMENTO.;;;2;1
PLO  66/2019;;ACRESCENTA O CAPÍTULO I-A À LEI Nº 14.011, DE 12 DE JANEIRO DE 2011, QUE “DISPÕE SOBRE A PROTEÇÃO CONTRA A POLUIÇÃO SONORA, CONTROLE DE SONORIZAÇÃO NOCIVA OU PERIGOSA EM ÁREAS PÚBLICAS, PARTICULARES E ESTABELECIMENTOS COMERCIAIS, DISCIPLINA A PIROTECNIA E DÁ OUTRAS PROVIDÊNCIAS”.;;;5;1
PLO  67/2019;;DISPÕE SOBRE A OBRIGATORIEDADE DAS ESCOLAS DA REDE PRIVADA MUNICIPAL DE ENSINO DE CAMPINAS DE MINISTRAREM TREINAMENTO ADEQUADO AO CORPO DOCENTE, AOS FUNCIONÁRIOS E AOS ESTUDANTES, PARA SIMULAÇÕES DE EVACUAÇÃO EM CASOS DE INCÊNDIO E DÁ OUTRAS PROVIDÊNCIAS.;;;12;0
PLO  68/2019;;"DISPÕE SOBRE A AFIXAÇÃO DE CARTAZES DE DIVULGAÇÃO DA LEI Nº 12.845 - ""LEI DO MINUTO SEGUINTE"", NO ÂMBITO DE CAMPINAS, EM HOSPITAIS PÚBLICOS E OUTROS LUGARES QUE ESPECIFICA.";;;11;0
PLO  69/2019;;ACRESCENTA O ART. 20-A À LEI Nº 9.953, DE 18 DE DEZEMBRO DE 1998, QUE “DISPÕE SOBRE A INSTALAÇÃO E O FUNCIONAMENTO DE ELEVADORES DE PASSAGEIROS E ESCADAS ROLANTES E DÁ OUTRAS PROVIDÊNCIAS”.;;;11;0
PLO  70/2019;;DENOMINA PRAÇA PADRE JOSÉ RUBIO CALVO UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;;9;0
PLO  71/2019;;DENOMINA PRAÇA EDSON ERALDO FOLIS UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;;9;0
PLO  72/2019;;DENOMINA PRAÇA ETELVINA RAMOS UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;;9;0
PLO  73/2019;;INSTITUI NO CALENDÁRIO OFICIAL DO MUNICÍPIO DE CAMPINAS A MOSTRA AMILAR ALVES DE AUDIOVISUAL, A SER CELEBRADA ANUALMENTE NA ULTIMA SEMANA DO MÊS DE MAIO.;;;10;0
